date,hour,energy_kWh
15-03-2015,22,4.757
15-03-2015,23,1.308
16-03-2015,0,0.502
16-03-2015,1,0.569
16-03-2015,2,0.491
16-03-2015,3,0.492
16-03-2015,4,1.13
16-03-2015,5,1.157
16-03-2015,6,1.433
16-03-2015,7,1.69
16-03-2015,8,0.556
16-03-2015,9,0.516
16-03-2015,10,0.783
16-03-2015,11,0.939
16-03-2015,12,0.87
16-03-2015,13,0.56
16-03-2015,14,0.756
16-03-2015,15,0.556
16-03-2015,16,0.695
16-03-2015,17,1.419
16-03-2015,18,2.665
16-03-2015,19,1.651
16-03-2015,20,1.332
16-03-2015,21,1.497
16-03-2015,22,1.214
16-03-2015,23,0.79
17-03-2015,0,0.632
17-03-2015,1,0.521
17-03-2015,2,0.469
17-03-2015,3,0.488
17-03-2015,4,0.836
17-03-2015,5,1.416
17-03-2015,6,0.67
17-03-2015,7,3.261
17-03-2015,8,1.233
17-03-2015,9,1.638
17-03-2015,10,1.466
17-03-2015,11,0.707
17-03-2015,12,0.476
17-03-2015,13,0.478
17-03-2015,14,0.529
17-03-2015,15,0.524
17-03-2015,16,0.876
17-03-2015,17,0.96
17-03-2015,18,1.139
17-03-2015,19,1.296
17-03-2015,20,2.441
17-03-2015,21,4.929
17-03-2015,22,1.311
17-03-2015,23,1.049
18-03-2015,0,0.609
18-03-2015,1,0.572
18-03-2015,2,0.505
18-03-2015,3,0.471
18-03-2015,4,0.507
18-03-2015,5,0.498
18-03-2015,6,1.45
18-03-2015,7,1.787
18-03-2015,8,2.519
18-03-2015,9,1.095
18-03-2015,10,0.551
18-03-2015,11,1.727
18-03-2015,12,0.591
18-03-2015,13,0.504
18-03-2015,14,0.559
18-03-2015,15,0.67
18-03-2015,16,0.959
18-03-2015,17,1.907
18-03-2015,18,1.527
18-03-2015,19,2.506
18-03-2015,20,1.785
18-03-2015,21,1.2
18-03-2015,22,1.136
18-03-2015,23,0.893
19-03-2015,0,0.518
19-03-2015,1,0.51
19-03-2015,2,0.522
19-03-2015,3,0.474
19-03-2015,4,0.496
19-03-2015,5,0.485
19-03-2015,6,0.466
19-03-2015,7,1.147
19-03-2015,8,2.442
19-03-2015,9,1.858
19-03-2015,10,2.554
19-03-2015,11,0.834
19-03-2015,12,1.746
19-03-2015,13,0.772
19-03-2015,14,1.462
19-03-2015,15,0.694
19-03-2015,16,1.443
19-03-2015,17,1.404
19-03-2015,18,2.53
19-03-2015,19,1.297
19-03-2015,20,1.729
19-03-2015,21,1.33
19-03-2015,22,1.071
19-03-2015,23,0.941
20-03-2015,0,0.542
20-03-2015,1,0.536
20-03-2015,2,0.512
20-03-2015,3,0.533
20-03-2015,4,0.508
20-03-2015,5,0.979
20-03-2015,6,0.981
20-03-2015,7,1.89
20-03-2015,8,2.549
20-03-2015,9,0.647
20-03-2015,10,2.336
20-03-2015,11,0.945
20-03-2015,12,0.886
20-03-2015,13,0.58
20-03-2015,14,1.709
20-03-2015,15,0.606
20-03-2015,16,1.875
20-03-2015,17,2.068
20-03-2015,18,2.308
20-03-2015,19,2.289
20-03-2015,20,1.944
20-03-2015,21,1.163
20-03-2015,22,1.917
20-03-2015,23,0.736
21-03-2015,0,0.555
21-03-2015,1,0.508
21-03-2015,2,0.458
21-03-2015,3,0.52
21-03-2015,4,0.503
21-03-2015,5,1.595
21-03-2015,6,0.495
21-03-2015,7,1.159
21-03-2015,8,2.532
21-03-2015,9,0.572
21-03-2015,10,2.364
21-03-2015,11,1.499
21-03-2015,12,1.13
21-03-2015,13,0.935
21-03-2015,14,1.651
21-03-2015,15,3.032
21-03-2015,16,1.143
21-03-2015,17,1.773
21-03-2015,18,0.756
21-03-2015,19,0.907
21-03-2015,20,1.623
21-03-2015,21,1.792
21-03-2015,22,1.286
21-03-2015,23,1.184
22-03-2015,0,0.493
22-03-2015,1,0.516
22-03-2015,2,0.49
22-03-2015,3,0.487
22-03-2015,4,0.499
22-03-2015,5,1.458
22-03-2015,6,0.931
22-03-2015,7,1.188
22-03-2015,8,2.313
22-03-2015,9,0.986
22-03-2015,10,1.631
22-03-2015,11,1.186
22-03-2015,12,2.582
22-03-2015,13,1.233
22-03-2015,14,4.305
22-03-2015,15,1.27
22-03-2015,16,1.989
22-03-2015,17,1.665
22-03-2015,18,0.925
22-03-2015,19,1.182
22-03-2015,20,1.915
22-03-2015,21,3.128
22-03-2015,22,1.191
22-03-2015,23,0.961
23-03-2015,0,0.603
23-03-2015,1,0.498
23-03-2015,2,0.499
23-03-2015,3,0.502
23-03-2015,4,0.491
23-03-2015,5,2.012
23-03-2015,6,0.599
23-03-2015,7,1.126
23-03-2015,8,2.648
23-03-2015,9,1.324
23-03-2015,10,1.998
23-03-2015,11,1.102
23-03-2015,12,1.732
23-03-2015,13,0.802
23-03-2015,14,0.77
23-03-2015,15,1.074
23-03-2015,16,2.648
23-03-2015,17,3.063
23-03-2015,18,1.372
23-03-2015,19,1.47
23-03-2015,20,1.278
23-03-2015,21,2.324
23-03-2015,22,0.686
23-03-2015,23,0.886
24-03-2015,0,0.543
24-03-2015,1,0.541
24-03-2015,2,1.322
24-03-2015,3,1.306
24-03-2015,4,0.525
24-03-2015,5,2.237
24-03-2015,6,0.604
24-03-2015,7,1.653
24-03-2015,8,2.626
24-03-2015,9,1.151
24-03-2015,10,2.467
24-03-2015,11,0.568
24-03-2015,12,1.012
24-03-2015,13,1.365
24-03-2015,14,0.537
24-03-2015,15,0.499
24-03-2015,16,0.651
24-03-2015,17,0.898
24-03-2015,18,1.476
24-03-2015,19,0.937
24-03-2015,20,1.086
24-03-2015,21,1.461
24-03-2015,22,0.966
24-03-2015,23,1.103
25-03-2015,0,0.481
25-03-2015,1,0.526
25-03-2015,2,0.505
25-03-2015,3,0.474
25-03-2015,4,0.515
25-03-2015,5,1.652
25-03-2015,6,0.577
25-03-2015,7,2.256
25-03-2015,8,2.325
25-03-2015,9,0.82
25-03-2015,10,1.601
25-03-2015,11,1.736
25-03-2015,12,0.705
25-03-2015,13,3.821
25-03-2015,14,1.477
25-03-2015,15,0.99
25-03-2015,16,1.028
25-03-2015,17,1.554
25-03-2015,18,2.728
25-03-2015,19,1.512
25-03-2015,20,3.007
25-03-2015,21,1.703
25-03-2015,22,1.473
25-03-2015,23,1.249
26-03-2015,0,0.54
26-03-2015,1,0.502
26-03-2015,2,0.487
26-03-2015,3,0.511
26-03-2015,4,0.494
26-03-2015,5,0.475
26-03-2015,6,0.602
26-03-2015,7,1.931
26-03-2015,8,2.685
26-03-2015,9,1.275
26-03-2015,10,0.628
26-03-2015,11,1.544
26-03-2015,12,0.578
26-03-2015,13,0.861
26-03-2015,14,0.559
26-03-2015,15,0.955
26-03-2015,16,1.047
26-03-2015,17,1.855
26-03-2015,18,2.334
26-03-2015,19,1.125
26-03-2015,20,1.113
26-03-2015,21,1.257
26-03-2015,22,0.892
26-03-2015,23,1.102
27-03-2015,0,0.653
27-03-2015,1,0.541
27-03-2015,2,0.517
27-03-2015,3,0.486
27-03-2015,4,0.517
27-03-2015,5,0.476
27-03-2015,6,0.652
27-03-2015,7,1.612
27-03-2015,8,2.145
27-03-2015,9,0.534
27-03-2015,10,0.546
27-03-2015,11,0.517
27-03-2015,12,0.52
27-03-2015,13,0.601
27-03-2015,14,0.543
27-03-2015,15,1.064
27-03-2015,16,0.681
27-03-2015,17,0.95
27-03-2015,18,1.317
27-03-2015,19,1.403
27-03-2015,20,1.498
27-03-2015,21,1.01
27-03-2015,22,1.102
27-03-2015,23,1.127
28-03-2015,0,0.517
28-03-2015,1,0.504
28-03-2015,2,0.509
28-03-2015,3,0.485
28-03-2015,4,0.508
28-03-2015,5,0.512
28-03-2015,6,0.584
28-03-2015,7,0.966
28-03-2015,8,2.375
28-03-2015,9,1.366
28-03-2015,10,0.826
28-03-2015,11,0.652
28-03-2015,12,2.78
28-03-2015,13,2.401
28-03-2015,14,1.238
28-03-2015,15,0.784
28-03-2015,16,0.731
28-03-2015,17,1.057
28-03-2015,18,2.022
28-03-2015,19,2.874
28-03-2015,20,1.561
28-03-2015,21,1.686
28-03-2015,22,1.168
28-03-2015,23,1.021
29-03-2015,0,0.907
29-03-2015,1,0.516
29-03-2015,2,0.502
29-03-2015,3,0.493
29-03-2015,4,0.514
29-03-2015,5,0.514
29-03-2015,6,0.701
29-03-2015,7,2.06
29-03-2015,8,2.657
29-03-2015,9,0.856
29-03-2015,10,1.341
29-03-2015,11,1.911
29-03-2015,12,2.245
29-03-2015,13,2.749
29-03-2015,14,1.368
29-03-2015,15,1.434
29-03-2015,16,1.582
29-03-2015,17,1.839
29-03-2015,18,2.1
29-03-2015,19,1.831
29-03-2015,20,1.744
29-03-2015,21,1.48
29-03-2015,22,1.361
29-03-2015,23,0.529
30-03-2015,0,0.521
30-03-2015,1,0.521
30-03-2015,2,0.497
30-03-2015,3,0.603
30-03-2015,4,1.061
30-03-2015,5,0.508
30-03-2015,6,0.878
30-03-2015,7,2.11
30-03-2015,8,2.516
30-03-2015,9,1.092
30-03-2015,10,0.641
30-03-2015,11,1.509
30-03-2015,12,0.576
30-03-2015,13,0.625
30-03-2015,14,0.856
30-03-2015,15,0.924
30-03-2015,16,1.044
30-03-2015,17,1.05
30-03-2015,18,1.51
30-03-2015,19,2.087
30-03-2015,20,2.416
30-03-2015,21,2.435
30-03-2015,22,1.42
30-03-2015,23,1.212
31-03-2015,0,0.567
31-03-2015,1,0.524
31-03-2015,2,0.608
31-03-2015,3,0.525
31-03-2015,4,0.503
31-03-2015,5,0.523
31-03-2015,6,0.569
31-03-2015,7,2.511
31-03-2015,8,2.222
31-03-2015,9,0.622
31-03-2015,10,1.856
31-03-2015,11,0.57
31-03-2015,12,0.582
31-03-2015,13,0.493
31-03-2015,14,0.526
31-03-2015,15,0.668
31-03-2015,16,0.785
31-03-2015,17,0.933
31-03-2015,18,0.924
31-03-2015,19,1.255
31-03-2015,20,1.389
31-03-2015,21,1.289
31-03-2015,22,0.999
31-03-2015,23,0.978
01-04-2015,0,0.597
01-04-2015,1,0.549
01-04-2015,2,1.337
01-04-2015,3,1.318
01-04-2015,4,1.3
01-04-2015,5,1.282
01-04-2015,6,1.265
01-04-2015,7,1.249
01-04-2015,8,1.234
01-04-2015,9,1.221
01-04-2015,10,1.209
01-04-2015,11,1.199
01-04-2015,12,1.192
01-04-2015,13,1.186
01-04-2015,14,1.184
01-04-2015,15,1.185
01-04-2015,16,1.189
01-04-2015,17,1.196
01-04-2015,18,1.207
01-04-2015,19,1.223
01-04-2015,20,1.242
01-04-2015,21,1.267
01-04-2015,22,1.296
01-04-2015,23,1.33
02-04-2015,0,1.369
02-04-2015,1,1.414
02-04-2015,2,0.494
02-04-2015,3,0.507
02-04-2015,4,0.485
02-04-2015,5,1.544
02-04-2015,6,0.561
02-04-2015,7,2.034
02-04-2015,8,2.756
02-04-2015,9,1.055
02-04-2015,10,2.137
02-04-2015,11,0.569
02-04-2015,12,1.659
02-04-2015,13,0.619
02-04-2015,14,0.596
02-04-2015,15,0.621
02-04-2015,16,1.208
02-04-2015,17,0.791
02-04-2015,18,1.734
02-04-2015,19,1.043
02-04-2015,20,1.421
02-04-2015,21,2.219
02-04-2015,22,1.002
02-04-2015,23,1.101
03-04-2015,0,0.553
03-04-2015,1,0.501
03-04-2015,2,0.527
03-04-2015,3,0.515
03-04-2015,4,0.51
03-04-2015,5,1.337
03-04-2015,6,0.995
03-04-2015,7,1.153
03-04-2015,8,3.136
03-04-2015,9,0.902
03-04-2015,10,1.961
03-04-2015,11,1.514
03-04-2015,12,1.761
03-04-2015,13,2.012
03-04-2015,14,0.738
03-04-2015,15,1.873
03-04-2015,16,1.7
03-04-2015,17,1.608
03-04-2015,18,2.76
03-04-2015,19,3.475
03-04-2015,20,1.9
03-04-2015,21,1.723
03-04-2015,22,1.204
03-04-2015,23,1.358
04-04-2015,0,0.874
04-04-2015,1,0.65
04-04-2015,2,0.884
04-04-2015,3,0.594
04-04-2015,4,1.919
04-04-2015,5,0.502
04-04-2015,6,1.624
04-04-2015,7,0.548
04-04-2015,8,1.668
04-04-2015,9,0.618
04-04-2015,10,1.97
04-04-2015,11,1.447
04-04-2015,12,0.773
04-04-2015,13,1.064
04-04-2015,14,1.553
04-04-2015,15,0.815
04-04-2015,16,0.875
04-04-2015,17,1.088
04-04-2015,18,0.875
04-04-2015,19,1.069
04-04-2015,20,1.883
04-04-2015,21,1.501
04-04-2015,22,1.07
04-04-2015,23,1.048
05-04-2015,0,0.579
05-04-2015,1,0.523
05-04-2015,2,0.498
05-04-2015,3,0.72
05-04-2015,4,1.71
05-04-2015,5,0.508
05-04-2015,6,0.693
05-04-2015,7,0.52
05-04-2015,8,0.555
05-04-2015,9,0.708
05-04-2015,10,1.71
05-04-2015,11,2.291
05-04-2015,12,2.446
05-04-2015,13,1.789
05-04-2015,14,0.839
05-04-2015,15,0.995
05-04-2015,16,1.151
05-04-2015,17,1.063
05-04-2015,18,1.114
05-04-2015,19,3.69
05-04-2015,20,1.473
05-04-2015,21,1.225
05-04-2015,22,0.83
05-04-2015,23,0.823
06-04-2015,0,0.584
06-04-2015,1,0.576
06-04-2015,2,0.7
06-04-2015,3,0.625
06-04-2015,4,0.647
06-04-2015,5,0.508
06-04-2015,6,1.269
06-04-2015,7,1.413
06-04-2015,8,2.355
06-04-2015,9,1.789
06-04-2015,10,1.03
06-04-2015,11,1.423
06-04-2015,12,1.127
06-04-2015,13,0.897
06-04-2015,14,0.652
06-04-2015,15,0.541
06-04-2015,16,0.584
06-04-2015,17,1.321
06-04-2015,18,1.359
06-04-2015,19,0.967
06-04-2015,20,1.703
06-04-2015,21,1.167
06-04-2015,22,1.177
06-04-2015,23,0.934
07-04-2015,0,0.544
07-04-2015,1,0.599
07-04-2015,2,0.542
07-04-2015,3,0.521
07-04-2015,4,0.503
07-04-2015,5,0.516
07-04-2015,6,1.956
07-04-2015,7,1.344
07-04-2015,8,0.81
07-04-2015,9,1.09
07-04-2015,10,0.771
07-04-2015,11,1.674
07-04-2015,12,0.763
07-04-2015,13,0.562
07-04-2015,14,0.76
07-04-2015,15,0.925
07-04-2015,16,0.689
07-04-2015,17,1.276
07-04-2015,18,2.745
07-04-2015,19,1.472
07-04-2015,20,1.388
07-04-2015,21,1.13
07-04-2015,22,0.99
07-04-2015,23,1.139
08-04-2015,0,0.555
08-04-2015,1,0.521
08-04-2015,2,0.386
08-04-2015,3,0.37
08-04-2015,4,0.391
08-04-2015,5,0.68
08-04-2015,6,0.667
08-04-2015,7,1.566
08-04-2015,8,1.982
08-04-2015,9,1.041
08-04-2015,10,1.092
08-04-2015,11,1.078
08-04-2015,12,0.524
08-04-2015,13,1.54
08-04-2015,14,0.716
08-04-2015,15,0.786
08-04-2015,16,0.859
08-04-2015,17,1.215
08-04-2015,18,2.449
08-04-2015,19,1.984
08-04-2015,20,2.126
08-04-2015,21,1.795
08-04-2015,22,1.596
08-04-2015,23,1.152
09-04-2015,0,0.52
09-04-2015,1,0.525
09-04-2015,2,0.512
09-04-2015,3,0.529
09-04-2015,4,0.577
09-04-2015,5,0.553
09-04-2015,6,0.599
09-04-2015,7,1.487
09-04-2015,8,1.977
09-04-2015,9,0.583
09-04-2015,10,1.238
09-04-2015,11,1.062
09-04-2015,12,0.652
09-04-2015,13,0.551
09-04-2015,14,3.21
09-04-2015,15,2.219
09-04-2015,16,1.227
09-04-2015,17,2.725
09-04-2015,18,0.891
09-04-2015,19,1.528
09-04-2015,20,1.144
09-04-2015,21,1.002
09-04-2015,22,1.075
09-04-2015,23,0.764
10-04-2015,0,0.51
10-04-2015,1,0.549
10-04-2015,2,0.631
10-04-2015,3,0.529
10-04-2015,4,0.509
10-04-2015,5,0.531
10-04-2015,6,0.567
10-04-2015,7,1.555
10-04-2015,8,1.388
10-04-2015,9,0.557
10-04-2015,10,0.618
10-04-2015,11,0.59
10-04-2015,12,1.05
10-04-2015,13,1.236
10-04-2015,14,0.567
10-04-2015,15,0.678
10-04-2015,16,1.219
10-04-2015,17,2.715
10-04-2015,18,2.407
10-04-2015,19,1.823
10-04-2015,20,1.942
10-04-2015,21,1.123
10-04-2015,22,1.467
10-04-2015,23,1.418
11-04-2015,0,0.523
11-04-2015,1,0.58
11-04-2015,2,0.549
11-04-2015,3,0.505
11-04-2015,4,1.493
11-04-2015,5,0.813
11-04-2015,6,1.213
11-04-2015,7,1.144
11-04-2015,8,2.286
11-04-2015,9,1.348
11-04-2015,10,2.794
11-04-2015,11,1.25
11-04-2015,12,1.028
11-04-2015,13,0.64
11-04-2015,14,0.547
11-04-2015,15,1.015
11-04-2015,16,1.451
11-04-2015,17,0.652
11-04-2015,18,0.858
11-04-2015,19,1.059
11-04-2015,20,1.244
11-04-2015,21,1.474
11-04-2015,22,0.99
11-04-2015,23,1.182
12-04-2015,0,0.656
12-04-2015,1,0.52
12-04-2015,2,0.513
12-04-2015,3,0.493
12-04-2015,4,1.715
12-04-2015,5,0.568
12-04-2015,6,0.68
12-04-2015,7,0.525
12-04-2015,8,0.565
12-04-2015,9,0.709
12-04-2015,10,1.463
12-04-2015,11,1.467
12-04-2015,12,3.165
12-04-2015,13,1.552
12-04-2015,14,2.313
12-04-2015,15,4.396
12-04-2015,16,1.447
12-04-2015,17,1.643
12-04-2015,18,4.525
12-04-2015,19,1.374
12-04-2015,20,1.326
12-04-2015,21,1.112
12-04-2015,22,1.418
12-04-2015,23,1.349
13-04-2015,0,0.703
13-04-2015,1,0.523
13-04-2015,2,0.506
13-04-2015,3,0.521
13-04-2015,4,1.697
13-04-2015,5,0.512
13-04-2015,6,1.51
13-04-2015,7,1.415
13-04-2015,8,2.413
13-04-2015,9,1.015
13-04-2015,10,2.736
13-04-2015,11,0.871
13-04-2015,12,1.954
13-04-2015,13,1.354
13-04-2015,14,0.928
13-04-2015,15,1.805
13-04-2015,16,1.04
13-04-2015,17,1.224
13-04-2015,18,2.389
13-04-2015,19,2.023
13-04-2015,20,3.909
13-04-2015,21,1.488
13-04-2015,22,1.73
13-04-2015,23,1.293
14-04-2015,0,0.529
14-04-2015,1,0.508
14-04-2015,2,0.553
14-04-2015,3,0.524
14-04-2015,4,1.738
14-04-2015,5,0.933
14-04-2015,6,1.495
14-04-2015,7,2.698
14-04-2015,8,2.117
14-04-2015,9,0.741
14-04-2015,10,1.751
14-04-2015,11,0.59
14-04-2015,12,1.656
14-04-2015,13,0.6
14-04-2015,14,0.583
14-04-2015,15,0.623
14-04-2015,16,0.705
14-04-2015,17,1.265
14-04-2015,18,2.02
14-04-2015,19,0.753
14-04-2015,20,1.256
14-04-2015,21,1.775
14-04-2015,22,1.332
14-04-2015,23,0.875
15-04-2015,0,0.533
15-04-2015,1,0.507
15-04-2015,2,0.528
15-04-2015,3,0.519
15-04-2015,4,0.503
15-04-2015,5,1.112
15-04-2015,6,1.205
15-04-2015,7,2.023
15-04-2015,8,2.461
15-04-2015,9,0.91
15-04-2015,10,1.978
15-04-2015,11,0.937
15-04-2015,12,0.97
15-04-2015,13,0.993
15-04-2015,14,0.581
15-04-2015,15,0.516
15-04-2015,16,0.999
15-04-2015,17,1.621
15-04-2015,18,3.119
15-04-2015,19,2.501
15-04-2015,20,1.366
15-04-2015,21,1.204
15-04-2015,22,1.109
15-04-2015,23,0.579
16-04-2015,0,0.545
16-04-2015,1,0.502
16-04-2015,2,0.516
16-04-2015,3,0.49
16-04-2015,4,0.524
16-04-2015,5,0.491
16-04-2015,6,1.242
16-04-2015,7,3.551
16-04-2015,8,0.871
16-04-2015,9,1.605
16-04-2015,10,0.787
16-04-2015,11,1.625
16-04-2015,12,0.657
16-04-2015,13,0.599
16-04-2015,14,0.504
16-04-2015,15,0.505
16-04-2015,16,0.914
16-04-2015,17,1.159
16-04-2015,18,1.073
16-04-2015,19,1.1
16-04-2015,20,1.177
16-04-2015,21,1.307
16-04-2015,22,1.236
16-04-2015,23,0.891
17-04-2015,0,0.504
17-04-2015,1,0.522
17-04-2015,2,0.496
17-04-2015,3,0.526
17-04-2015,4,0.5
17-04-2015,5,0.508
17-04-2015,6,0.586
17-04-2015,7,2.042
17-04-2015,8,1.249
17-04-2015,9,0.596
17-04-2015,10,0.833
17-04-2015,11,0.554
17-04-2015,12,0.579
17-04-2015,13,0.629
17-04-2015,14,0.579
17-04-2015,15,0.546
17-04-2015,16,0.831
17-04-2015,17,1.862
17-04-2015,18,2.532
17-04-2015,19,1.913
17-04-2015,20,1.394
17-04-2015,21,1.374
17-04-2015,22,1.011
17-04-2015,23,1.153
18-04-2015,0,0.664
18-04-2015,1,0.518
18-04-2015,2,0.513
18-04-2015,3,0.52
18-04-2015,4,0.501
18-04-2015,5,0.516
18-04-2015,6,0.498
18-04-2015,7,0.935
18-04-2015,8,2.349
18-04-2015,9,1.135
18-04-2015,10,0.96
18-04-2015,11,0.991
18-04-2015,12,1.263
18-04-2015,13,1.049
18-04-2015,14,1
18-04-2015,15,0.846
18-04-2015,16,0.637
18-04-2015,17,0.58
18-04-2015,18,0.635
18-04-2015,19,0.72
18-04-2015,20,1.935
18-04-2015,21,0.921
18-04-2015,22,1.235
18-04-2015,23,0.904
19-04-2015,0,0.754
19-04-2015,1,0.523
19-04-2015,2,0.519
19-04-2015,3,0.527
19-04-2015,4,0.522
19-04-2015,5,0.513
19-04-2015,6,0.518
19-04-2015,7,0.888
19-04-2015,8,1.505
19-04-2015,9,0.926
19-04-2015,10,1.186
19-04-2015,11,0.891
19-04-2015,12,0.794
19-04-2015,13,0.567
19-04-2015,14,0.495
19-04-2015,15,3.087
19-04-2015,16,2.451
19-04-2015,17,0.941
19-04-2015,18,1.186
19-04-2015,19,2.64
19-04-2015,20,2.405
19-04-2015,21,1.359
19-04-2015,22,0.949
19-04-2015,23,0.824
20-04-2015,0,0.812
20-04-2015,1,0.541
20-04-2015,2,0.536
20-04-2015,3,0.511
20-04-2015,4,0.526
20-04-2015,5,0.507
20-04-2015,6,0.524
20-04-2015,7,0.558
20-04-2015,8,0.575
20-04-2015,9,0.862
20-04-2015,10,1.612
20-04-2015,11,2.308
20-04-2015,12,1.104
20-04-2015,13,1.614
20-04-2015,14,1.176
20-04-2015,15,1.62
20-04-2015,16,0.654
20-04-2015,17,1.52
20-04-2015,18,0.82
20-04-2015,19,0.79
20-04-2015,20,1.462
20-04-2015,21,2.211
20-04-2015,22,1.102
20-04-2015,23,0.919
21-04-2015,0,0.545
21-04-2015,1,0.551
21-04-2015,2,0.527
21-04-2015,3,0.526
21-04-2015,4,0.647
21-04-2015,5,0.543
21-04-2015,6,0.606
21-04-2015,7,1.238
21-04-2015,8,0.846
21-04-2015,9,0.589
21-04-2015,10,0.592
21-04-2015,11,0.727
21-04-2015,12,1.12
21-04-2015,13,0.771
21-04-2015,14,0.557
21-04-2015,15,2.466
21-04-2015,16,0.855
21-04-2015,17,1.149
21-04-2015,18,1.472
21-04-2015,19,2.751
21-04-2015,20,1.926
21-04-2015,21,0.845
21-04-2015,22,0.747
21-04-2015,23,1.016
22-04-2015,0,0.49
22-04-2015,1,0.615
22-04-2015,2,0.539
22-04-2015,3,0.534
22-04-2015,4,0.524
22-04-2015,5,0.489
22-04-2015,6,0.642
22-04-2015,7,1.627
22-04-2015,8,2.432
22-04-2015,9,0.701
22-04-2015,10,1.465
22-04-2015,11,0.581
22-04-2015,12,0.596
22-04-2015,13,0.596
22-04-2015,14,0.578
22-04-2015,15,0.868
22-04-2015,16,0.651
22-04-2015,17,1.639
22-04-2015,18,2.494
22-04-2015,19,0.992
22-04-2015,20,1.157
22-04-2015,21,1.082
22-04-2015,22,1.038
22-04-2015,23,0.917
23-04-2015,0,0.824
23-04-2015,1,0.578
23-04-2015,2,0.504
23-04-2015,3,0.519
23-04-2015,4,0.501
23-04-2015,5,0.529
23-04-2015,6,0.505
23-04-2015,7,2.139
23-04-2015,8,2.428
23-04-2015,9,1.397
23-04-2015,10,1.937
23-04-2015,11,1.079
23-04-2015,12,1.299
23-04-2015,13,0.658
23-04-2015,14,2.077
23-04-2015,15,0.608
23-04-2015,16,1.447
23-04-2015,17,1.121
23-04-2015,18,1.023
23-04-2015,19,1.681
23-04-2015,20,1.223
23-04-2015,21,1.599
23-04-2015,22,1.813
23-04-2015,23,1.139
24-04-2015,0,0.521
24-04-2015,1,0.631
24-04-2015,2,0.528
24-04-2015,3,0.503
24-04-2015,4,2.101
24-04-2015,5,0.555
24-04-2015,6,1.13
24-04-2015,7,1.68
24-04-2015,8,1.415
24-04-2015,9,0.924
24-04-2015,10,1.581
24-04-2015,11,0.646
24-04-2015,12,1.576
24-04-2015,13,0.594
24-04-2015,14,0.609
24-04-2015,15,0.674
24-04-2015,16,1.397
24-04-2015,17,1.025
24-04-2015,18,1.711
24-04-2015,19,1.235
24-04-2015,20,1.276
24-04-2015,21,2.163
24-04-2015,22,0.976
24-04-2015,23,1.399
25-04-2015,0,0.749
25-04-2015,1,0.608
25-04-2015,2,0.536
25-04-2015,3,1.397
25-04-2015,4,0.947
25-04-2015,5,0.756
25-04-2015,6,1.718
25-04-2015,7,0.997
25-04-2015,8,2.334
25-04-2015,9,2.047
25-04-2015,10,1.135
25-04-2015,11,0.975
25-04-2015,12,1.689
25-04-2015,13,1.011
25-04-2015,14,1.014
25-04-2015,15,2.453
25-04-2015,16,3.714
25-04-2015,17,2.309
25-04-2015,18,1.206
25-04-2015,19,0.719
25-04-2015,20,0.797
25-04-2015,21,0.761
25-04-2015,22,0.705
25-04-2015,23,0.782
26-04-2015,0,1.131
26-04-2015,1,0.64
26-04-2015,2,0.48
26-04-2015,3,0.541
26-04-2015,4,1.537
26-04-2015,5,0.467
26-04-2015,6,2.065
26-04-2015,7,0.994
26-04-2015,8,2.404
26-04-2015,9,1.249
26-04-2015,10,0.817
26-04-2015,11,1.854
26-04-2015,12,0.727
26-04-2015,13,0.804
26-04-2015,14,0.707
26-04-2015,15,0.582
26-04-2015,16,0.905
26-04-2015,17,1.164
26-04-2015,18,0.925
26-04-2015,19,2.07
26-04-2015,20,2.287
26-04-2015,21,2.437
26-04-2015,22,2.573
26-04-2015,23,1.14
27-04-2015,0,0.844
27-04-2015,1,0.486
27-04-2015,2,0.498
27-04-2015,3,0.493
27-04-2015,4,0.476
27-04-2015,5,0.474
27-04-2015,6,0.564
27-04-2015,7,1.824
27-04-2015,8,2.292
27-04-2015,9,0.684
27-04-2015,10,1.163
27-04-2015,11,0.763
27-04-2015,12,0.566
27-04-2015,13,0.532
27-04-2015,14,1.544
27-04-2015,15,0.552
27-04-2015,16,0.678
27-04-2015,17,0.66
27-04-2015,18,1.237
27-04-2015,19,1.03
27-04-2015,20,0.907
27-04-2015,21,1.047
27-04-2015,22,1.125
27-04-2015,23,1.109
28-04-2015,0,0.503
28-04-2015,1,0.61
28-04-2015,2,0.544
28-04-2015,3,0.483
28-04-2015,4,0.485
28-04-2015,5,0.488
28-04-2015,6,0.578
28-04-2015,7,1.667
28-04-2015,8,1.301
28-04-2015,9,0.554
28-04-2015,10,0.573
28-04-2015,11,0.609
28-04-2015,12,0.769
28-04-2015,13,1.87
28-04-2015,14,0.654
28-04-2015,15,0.481
28-04-2015,16,0.731
28-04-2015,17,1.48
28-04-2015,18,3.016
28-04-2015,19,2.576
28-04-2015,20,0.872
28-04-2015,21,1.18
28-04-2015,22,0.963
28-04-2015,23,1.011
29-04-2015,0,0.589
29-04-2015,1,0.498
29-04-2015,2,0.468
29-04-2015,3,0.504
29-04-2015,4,0.465
29-04-2015,5,0.497
29-04-2015,6,0.54
29-04-2015,7,1.66
29-04-2015,8,2.725
29-04-2015,9,0.551
29-04-2015,10,0.574
29-04-2015,11,1.566
29-04-2015,12,0.563
29-04-2015,13,0.562
29-04-2015,14,0.55
29-04-2015,15,0.537
29-04-2015,16,0.507
29-04-2015,17,1.226
